"iata"	"airport"	"city"	"state"	"country"	"lat"	"long"
"1577"	"GAF"	"Grafton Municipal"	"Grafton"	"ND"	"USA"	48.40469444	-97.37094444
"1578"	"GAG"	"Gage"	"Gage"	"OK"	"USA"	36.29553889	-99.77642361
"1579"	"GAI"	"Montgomery Co Airpark"	"Gaithersburg"	"MD"	"USA"	39.16833611	-77.166
"1580"	"GAL"	"Edward G. Pitka Sr."	"Galena"	"AK"	"USA"	64.73617806	-156.9374164
"1581"	"GAM"	"Gambell"	"Gambell"	"AK"	"USA"	63.76676556	-171.7328236
"1582"	"GAS"	"Gallia - Meigs Regional"	"Gallipolis"	"OH"	"USA"	38.83410833	-82.16342306
"1583"	"GBD"	"Great Bend Municipal"	"Great Bend"	"KS"	"USA"	38.34441861	-98.85917028
"1584"	"GBG"	"Galesburg Municipal"	"Galesburg"	"IL"	"USA"	40.93800194	-90.43112556
"1585"	"GBH"	"Galbraith Lake"	"Galbraith Lake"	"AK"	"USA"	68.47906306	-149.4900214
"1586"	"GBR"	"Great Barrington"	"Great Barrington"	"MA"	"USA"	42.18421417	-73.40324056
"1587"	"GCC"	"Gillette-Campbell County"	"Gillette"	"WY"	"USA"	44.34889806	-105.5393614
"1588"	"GCK"	"Garden City Regional"	"Garden City"	"KS"	"USA"	37.92751556	-100.7244147
"1589"	"GCM"	"Claremore Regional"	"Claremore"	"OK"	"USA"	36.29441667	-95.47966667
"1590"	"GCN"	"Grand Canyon National Park"	"Grand Canyon"	"AZ"	"USA"	35.95235389	-112.1469647
"1591"	"GCT"	"Guthrie County Regional"	"Guthrie Center"	"IA"	"USA"	41.68776417	-94.43524611
"1592"	"GCY"	"Greeneville Municipal"	"Greeneville"	"TN"	"USA"	36.19299083	-82.81507028
"1593"	"GDM"	"Gardner Municipal"	"Gardner"	"MA"	"USA"	42.54986639	-72.01602194
"1594"	"GDV"	"Dawson Community"	"Glendive"	"MT"	"USA"	47.13871861	-104.8071994
"1595"	"GDW"	"Gladwin"	"Gladwin"	"MI"	"USA"	43.97063278	-84.47503861
"1596"	"GDY"	"Grundy Municipal"	"Grundy"	"VA"	"USA"	37.23240111	-82.12499083
"1597"	"GED"	"Sussex Cty Arpt"	"Georgetown"	"DE"	"USA"	38.68919444	-75.35888889
"1598"	"GEG"	"Spokane Intl"	"Spokane"	"WA"	"USA"	47.61985556	-117.5338425
"1599"	"GEO"	"Brown County"	"Georgetown"	"OH"	"USA"	38.88195778	-83.88273278
"1600"	"GEU"	"Glendale Municipal"	"Glendale"	"AZ"	"USA"	33.52726278	-112.2951564
"1601"	"GEY"	"South Big Horn County"	"Greybull"	"WY"	"USA"	44.51644444	-108.0831944
"1602"	"GEZ"	"Shelbyville Municipal"	"Shelbyville"	"IN"	"USA"	39.58316583	-85.80481
"1603"	"GFK"	"Grand Forks International"	"Grand Forks"	"ND"	"USA"	47.949255	-97.17611111
"1604"	"GFL"	"Floyd D. Bennett"	"Glens Falls"	"NY"	"USA"	43.34121	-73.6103075
"1605"	"GFZ"	"Greenfield Municipal"	"Greenfield"	"IA"	"USA"	41.32702778	-94.44572222
"1606"	"GGE"	"Georgetown County"	"Georgetown"	"SC"	"USA"	33.31169444	-79.31958333
"1607"	"GGF"	"Grant Municipal"	"Grant"	"NE"	"USA"	40.86952778	-101.7328611
"1608"	"GGG"	"Gregg County"	"Longview"	"TX"	"USA"	32.38486111	-94.71171
"1609"	"GGI"	"Grinnell Municipal"	"Grinnell"	"IA"	"USA"	41.70916083	-92.73491278
"1610"	"GGP"	"Logansport Municipal"	"Logansport"	"IN"	"USA"	40.71126139	-86.37449917
"1611"	"GGW"	"Wokal Field/Glasgow Intl"	"Glasgow"	"MT"	"USA"	48.21246417	-106.6148231
"1612"	"GHM"	"Centerville Municipal"	"Centerville"	"TN"	"USA"	35.83742722	-87.445375
"1613"	"GHW"	"Glenwood Municipal "	"Glenwood"	"MN"	"USA"	45.64389167	-95.32043056
"1614"	"GIF"	"Winter Havens Gilbert"	"Winter Haven"	"FL"	"USA"	28.06291667	-81.75330556
"1615"	"GJT"	"Walker "	"Grand Junction"	"CO"	"USA"	39.1224125	-108.5267347
"1616"	"GKJ"	"Port Meadville"	"Meadville"	"PA"	"USA"	41.62652667	-80.2147275
"1617"	"GKN"	"Gulkana"	"Gulkana"	"AK"	"USA"	62.15488889	-145.4566389
"1618"	"GKT"	"Gatlinburg-Pigeon Forge"	"Sevierville"	"TN"	"USA"	35.85775889	-83.52870472
"1619"	"GKY"	"Arlington Municipal"	"Arlington"	"TX"	"USA"	32.66241528	-97.09391139
"1620"	"GLD"	"Renner Field/Goodland Municipal"	"Goodland"	"KS"	"USA"	39.37062194	-101.6989919
"1621"	"GLE"	"Gainesville Municipal"	"Gainesville"	"TX"	"USA"	33.65136111	-97.19702778
"1622"	"GLH"	"Mid Delta Regional"	"Greenville"	"MS"	"USA"	33.48288111	-90.98561389
"1623"	"GLR"	"Otsego County"	"Gaylord"	"MI"	"USA"	45.01354806	-84.70318944
"1624"	"GLS"	"Galveston-Scholes "	"Galveston"	"TX"	"USA"	29.26532333	-94.86040667
"1625"	"GLW"	"Glasgow Municipal"	"Glasgow"	"KY"	"USA"	37.03205556	-85.95261111
"1626"	"GLY"	"Clinton Memorial"	"Clinton"	"MO"	"USA"	38.35657306	-93.68417694
"1627"	"GMJ"	"Grove Municipal"	"Grove"	"OK"	"USA"	36.60527056	-94.73856667
"1628"	"GMU"	"Greenville Downtown"	"Greenville"	"SC"	"USA"	34.84794444	-82.35
"1629"	"GNB"	"Granby-Grand County"	"Granby"	"CO"	"USA"	40.08970806	-105.9172367
"1630"	"GNF"	"Grenada Municipal"	"Grenada"	"MS"	"USA"	33.83253	-89.79822806
"1631"	"GNG"	"Gooding Municipal"	"Gooding"	"ID"	"USA"	42.91716639	-114.7651575
"1632"	"GNT"	"Grants-Milan Municipal"	"Grants"	"NM"	"USA"	35.16531472	-107.9006142
"1633"	"GNU"	"Goodnews"	"Goodnews"	"AK"	"USA"	59.11727556	-161.5813967
"1634"	"GNV"	"Gainesville Regional"	"Gainesville"	"FL"	"USA"	29.69005556	-82.27177778
"1635"	"GOK"	"Guthrie Municipal"	"Guthrie"	"OK"	"USA"	35.84980556	-97.41560833
"1636"	"GON"	"Groton-New London"	"Groton"	"CT"	"USA"	41.33005778	-72.04513556
"1637"	"GPH"	"Clay County Regional"	"Mosby"	"MO"	"USA"	39.33046528	-94.30997361
"1638"	"GPM"	"Grand Prairie Municipal"	"Grand Prairie"	"TX"	"USA"	32.69858333	-97.04652778
"1639"	"GPT"	"Gulfport-Biloxi Regional"	"Gulfport-Biloxi"	"MS"	"USA"	30.40728028	-89.07009278
"1640"	"GPZ"	"Grand Rapids-Itasca County"	"Grand Rapids"	"MN"	"USA"	47.21110333	-93.50984472
"1641"	"GQQ"	"Galion Municipal"	"Galion"	"OH"	"USA"	40.75338889	-82.72380556
"1642"	"GRB"	"Austin Straubel International"	"Green Bay"	"WI"	"USA"	44.48507333	-88.12959
"1643"	"GRD"	"Greenwood County"	"Greenwood"	"SC"	"USA"	34.24872222	-82.15908333
"1644"	"GRE"	"Greenville"	"Greenville"	"IL"	"USA"	38.83615778	-89.37841111
"1645"	"GRI"	"Central Nebraska Regional "	"Grand Island"	"NE"	"USA"	40.96747222	-98.30861111
"1646"	"GRK"	"Robert Gray AAF"	"Killeen"	"TX"	"USA"	31.06489778	-97.82779778
"1647"	"GRN"	"Gordon Municipal"	"Gordon"	"NE"	"USA"	42.80597222	-102.17525
"1648"	"GRO"	"Rota International"	"Rota Island"	"CQ"	"USA"	14.1743075	-145.2425353
"1649"	"GRR"	"Kent County International"	"Grand Rapids"	"MI"	"USA"	42.88081972	-85.52276778
"1650"	"GSH"	"Goshen Municipal"	"Goshen"	"IN"	"USA"	41.52716028	-85.79210278
"1651"	"GSN"	"Saipan International"	"Obyan"	"CQ"	"USA"	15.11900139	-145.7293561
"1652"	"GSO"	"Piedmont Triad International"	"Greensboro"	"NC"	"USA"	36.09774694	-79.9372975
"1653"	"GSP"	"Greenville-Spartanburg"	"Greer"	"SC"	"USA"	34.89566722	-82.21885833
"1654"	"GST"	"Gustavus"	"Gustavus"	"AK"	"USA"	58.42438139	-135.7073814
"1655"	"GTF"	"Great Falls Intl"	"Great Falls"	"MT"	"USA"	47.48200194	-111.3706853
"1656"	"GTR"	"Golden Triangle Regional"	"Columbus-Starkville-West Point"	"MS"	"USA"	33.45033444	-88.59136861
"1657"	"GTU"	"Georgetown Municipal"	"Georgetown"	"TX"	"USA"	30.67880889	-97.67938389
"1658"	"GUC"	"Gunnison County"	"Gunnison"	"CO"	"USA"	38.53396333	-106.9331817
"1659"	"GUM"	"Guam International"	"Agana"	"GU"	"USA"	13.48345	-144.7959825
"1660"	"GUP"	"Gallup Municipal"	"Gallup"	"NM"	"USA"	35.51105833	-108.7893094
"1661"	"GUY"	"Guymon Municipal"	"Guymon"	"OK"	"USA"	36.68507194	-101.5077817
"1662"	"GVL"	"Lee Gilmer Memorial"	"Gainesville"	"GA"	"USA"	34.27290389	-83.82681333
"1663"	"GVQ"	"Genesee Cty"	"Batavia"	"NY"	"USA"	43.03172639	-78.16759972
"1664"	"GVT"	"Majors"	"Greenville"	"TX"	"USA"	33.06783889	-96.0653325
"1665"	"GWO"	"Greenwood-Leflore"	"Greenwood"	"MS"	"USA"	33.49432667	-90.084705
"1666"	"GWR"	"Gwinner-Roger Melroe "	"Gwinner"	"ND"	"USA"	46.21872222	-97.64325
"1667"	"GWW"	"Goldsboro-Wayne Municipal"	"Goldsboro"	"NC"	"USA"	35.46055444	-77.96493306
"1668"	"GXY"	"Greeley-Weld County"	"Greeley"	"CO"	"USA"	40.43561833	-104.6321156
"1669"	"GYH"	"Donaldson Center"	"Greenville"	"SC"	"USA"	34.75831917	-82.376415
"1670"	"GYR"	"Phoenix Goodyear"	"Goodyear"	"AZ"	"USA"	33.42281972	-112.3759919
"1671"	"GYY"	"Gary/Chicago "	"Gary"	"IN"	"USA"	41.61627306	-87.41278806
"1672"	"GZH"	"Middleton "	"Evergreen"	"AL"	"USA"	31.41580111	-87.04404333
"1673"	"GZS"	"Abernathy "	"Pulaski"	"TN"	"USA"	35.15371972	-87.05681444
"1674"	"H04"	"Vinita Municipal"	"Vinita"	"OK"	"USA"	36.63301806	-95.15136111
"1675"	"H05"	"Wilburton Municipal"	"Wilburton"	"OK"	"USA"	34.91954278	-95.39469722
"1676"	"H19"	"Bowling Green Municipal"	"Bowling Green"	"MO"	"USA"	39.36993361	-91.21925556
"1677"	"H21"	"Camdenton Memorial"	"Camdenton"	"MO"	"USA"	37.97468528	-92.69161528
"1678"	"H30"	"Hamilton Municipal "	"Hamilton"	"NY"	"USA"	42.84381889	-75.56140194
"1679"	"H35"	"Clarksville Municipal"	"Clarksville"	"AR"	"USA"	35.47069417	-93.427155
"1680"	"H41"	"Memorial"	"Mexico"	"MO"	"USA"	39.15751389	-91.81826667
"1681"	"H45"	"Seminole Municipal"	"Seminole"	"OK"	"USA"	35.27467806	-96.67516194
"1682"	"H66"	"Nowata Municipal"	"Nowata"	"OK"	"USA"	36.72092222	-95.62525583
"1683"	"H71"	"Mid-America Industrial"	"Pryor"	"OK"	"USA"	36.22539389	-95.33006333
"1684"	"H79"	"Eldon Model Airpark"	"Eldon"	"MO"	"USA"	38.36062611	-92.57157139
"1685"	"H88"	"Municipal"	"Fredericktown"	"MO"	"USA"	37.605825	-90.28731389
"1686"	"H92"	"Hominy"	"Hominy"	"OK"	"USA"	36.43340222	-96.38362861
"1687"	"H96"	"Benton Municipal"	"Benton"	"IL"	"USA"	38.00675111	-88.93441528
"1688"	"H97"	"Pawnee Municipal"	"Pawnee"	"OK"	"USA"	36.38338556	-96.8103125
"1689"	"HAB"	"Marion County"	"Hamilton"	"AL"	"USA"	34.11757222	-87.99819583
"1690"	"HAE"	"Hannibal Municipal"	"Hannibal"	"MO"	"USA"	39.72448944	-91.44367944
"1691"	"HAF"	"Half Moon Bay"	"Half Moon Bay"	"CA"	"USA"	37.51382944	-122.5010892
"1692"	"HAI"	"Three Rivers Municipal"	"Three Rivers"	"MI"	"USA"	41.95975	-85.59338889
"1693"	"HAO"	"Hamilton-Fairfield"	"Hamilton"	"OH"	"USA"	39.36448861	-84.52457722
"1694"	"HAY"	"Haycock"	"Haycock"	"AK"	"USA"	65.20098944	-161.1567792
"1695"	"HBC"	"Mohall Municipal"	"Mohall"	"ND"	"USA"	48.76838333	-101.5369953
"1696"	"HBG"	"Bobby L. Chain Municipal"	"Hattiesburg"	"MS"	"USA"	31.26506556	-89.2530325
"1697"	"HBR"	"Hobart Municipal"	"Hobart"	"OK"	"USA"	34.9913075	-99.0513525
"1698"	"HBV"	"Jim Hogg County"	"Hebbronville"	"TX"	"USA"	27.34955556	-98.73697222
"1699"	"HBZ"	"Heber Springs Municipal"	"Heber Springs"	"AR"	"USA"	35.51169389	-92.01300944
"1700"	"HCD"	"Hutchinson Municipal"	"Hutchinson"	"MN"	"USA"	44.85890667	-94.38178917
"1701"	"HCO"	"Hallock Municipal"	"Hallock"	"MN"	"USA"	48.75273139	-96.94300306
"1702"	"HDC"	"Hammond Municipal"	"Hammond"	"LA"	"USA"	30.52096889	-90.41762056
"1703"	"HDE"	"Brewster "	"Holdredge"	"NE"	"USA"	40.45269444	-99.33733333
"1704"	"HDH"	"Dillingham Airfield"	"Mokuleia"	"HI"	"USA"	21.57947361	-158.1972814
"1705"	"HDI"	"Hardwick "	"Cleveland"	"TN"	"USA"	35.22007306	-84.83244333
"1706"	"HDN"	"Yampa Valley"	"Hayden"	"CO"	"USA"	40.48118028	-107.2176597
"1707"	"HDO"	"Hondo Municipal"	"Hondo"	"TX"	"USA"	29.35952778	-99.17666667
"1708"	"HEE"	"Thompson-Robbins"	"Helena-West Helena"	"AR"	"USA"	34.57648972	-90.67588639
"1709"	"HEF"	"Manassas Reg./Harry P Davis "	"Manassas"	"VA"	"USA"	38.72141667	-77.51544444
"1710"	"HEI"	"Hettinger Municipal"	"Hettinger"	"ND"	"USA"	46.01494444	-102.6559722
"1711"	"HEQ"	"Holyoke"	"Holyoke"	"CO"	"USA"	40.56943056	-102.2726875
"1712"	"HEZ"	"Natchez-Adams County"	"Natchez"	"MS"	"USA"	31.61366111	-91.29733639
"1713"	"HFD"	"Hartford Brainard"	"Hartford"	"CT"	"USA"	41.73626861	-72.65021389
"1714"	"HFY"	"Greenwood Municipal"	"Indianapolis/Greenwood"	"IN"	"USA"	39.62841667	-86.08788889
"1715"	"HGR"	"Hagerstown Regional-Richard Henson "	"Hagerstown"	"MD"	"USA"	39.70794444	-77.7295
"1716"	"HHF"	"Hemphill County"	"Canadian"	"TX"	"USA"	35.89530778	-100.4036397
"1717"	"HHG"	"Huntington Municipal"	"Huntington"	"IN"	"USA"	40.85299	-85.45941917
"1718"	"HHH"	"Hilton Head"	NA	NA	"USA"	32.224384	-80.697629
"1719"	"HHR"	"Jack Northrop Field/Hawthorne Municipal"	"Hawthorne"	"CA"	"USA"	33.92283972	-118.3351872
"1720"	"HHW"	"Stan Stamper Municipal"	"Hugo"	"OK"	"USA"	34.03482556	-95.54190611
"1721"	"HI01"	"Princeville"	"Hanalei"	"HI"	"USA"	22.20919	-159.4455339
"1722"	"HIB"	"Chisholm-Hibbing"	"Hibbing"	"MN"	"USA"	47.38659917	-92.83899333
"1723"	"HIE"	"Mt Washington Regional"	"Whitefield"	"NH"	"USA"	44.36761639	-71.54447111
"1724"	"HIG"	"Higginsville Industrial Municipal"	"Higginsville"	"MO"	"USA"	39.07334639	-93.67716083
"1725"	"HII"	"Lake Havasu City"	"Lake Havasu City"	"AZ"	"USA"	34.56816056	-114.3561783
"1726"	"HIO"	"Portland-Hillsboro"	"Hillsboro (Portland)"	"OR"	"USA"	45.54039389	-122.9498258
"1727"	"HJH"	"Hebron Municipal"	"Hebron"	"NE"	"USA"	40.15225	-97.58697222
"1728"	"HJO"	"Hanford Municipal"	"Hanford"	"CA"	"USA"	36.31852194	-119.6288675
"1729"	"HKA"	"Blytheville Municipal"	"Blytheville"	"AR"	"USA"	35.94040667	-89.83080583
"1730"	"HKS"	"Hawkins "	"Jackson"	"MS"	"USA"	32.3347725	-90.22253167
"1731"	"HKY"	"Hickory Municipal"	"Hickory"	"NC"	"USA"	35.74114639	-81.38954889
"1732"	"HLC"	"Hill City Municipal"	"Hill City"	"KS"	"USA"	39.37883611	-99.83149444
"1733"	"HLG"	"Wheeling-Ohio Cty"	"Wheeling"	"WV"	"USA"	40.175	-80.64627778
"1734"	"HLN"	"Helena Regional"	"Helena"	"MT"	"USA"	46.60681806	-111.9827503
"1735"	"HLX"	"Twin County"	"Galax"	"VA"	"USA"	36.76611472	-80.82356556
"1736"	"HMT"	"Hemet-Ryan"	"Hemet"	"CA"	"USA"	33.73398167	-117.0225258
"1737"	"HMZ"	"Bedford County"	"Bedford"	"PA"	"USA"	40.08536861	-78.51221778
"1738"	"HNB"	"Huntingburg"	"Huntingburg"	"IN"	"USA"	38.24902583	-86.95371833
"1739"	"HNH"	"Hoonah"	"Hoonah"	"AK"	"USA"	58.09609139	-135.4096975
"1740"	"HNL"	"Honolulu International"	"Honolulu"	"HI"	"USA"	21.31869111	-157.9224072
"1741"	"HNM"	"Hana"	"Hana"	"HI"	"USA"	20.79563722	-156.0144378
"1742"	"HNR"	"Harlan Municipal"	"Harlan"	"IA"	"USA"	41.58438889	-95.33963889
"1743"	"HNS"	"Haines"	"Haines"	"AK"	"USA"	59.24522806	-135.5221086
"1744"	"HNZ"	"Henderson-Oxford"	"Oxford"	"NC"	"USA"	36.36156111	-78.52916639
"1745"	"HOB"	"Lea County Regional"	"Hobbs"	"NM"	"USA"	32.68752778	-103.2170278
"1746"	"HOC"	"Highland County"	"Hillsboro"	"OH"	"USA"	39.18875944	-83.53880694
"1747"	"HOE"	"Homerville"	"Homerville"	"GA"	"USA"	31.05591667	-82.77413889
"1748"	"HOM"	"Homer"	"Homer"	"AK"	"USA"	59.64555556	-151.4765833
"1749"	"HON"	"Huron Regional"	"Huron"	"SD"	"USA"	44.38520056	-98.2285425
"1750"	"HOT"	"Memorial "	"Hot Springs"	"AR"	"USA"	34.47803389	-93.09620833
"1751"	"HOU"	"William P Hobby"	"Houston"	"TX"	"USA"	29.64541861	-95.27888889
"1752"	"HPB"	"Hooper Bay"	"Hooper Bay"	"AK"	"USA"	61.52418306	-166.1467797
"1753"	"HPN"	"Westchester Cty"	"White Plains"	"NY"	"USA"	41.06695778	-73.70757444
"1754"	"HPT"	"Hampton Municipal"	"Hampton"	"IA"	"USA"	42.72372361	-93.22634056
"1755"	"HQG"	"Hugoton Municipal"	"Hugoton"	"KS"	"USA"	37.16308056	-101.3705267
"1756"	"HQM"	"Bowerman"	"Hoquiam"	"WA"	"USA"	46.97120167	-123.9365581
"1757"	"HQU"	"Thomson-McDuffie County"	"Thomson"	"GA"	"USA"	33.52972639	-82.51678556
"1758"	"HQZ"	"Mesquite Metro"	"Mesquite"	"TX"	"USA"	32.74696278	-96.53041722
"1759"	"HRI"	"Hermiston Muni"	"Hermiston"	"OR"	"USA"	45.82822222	-119.2591667
"1760"	"HRL"	"Valley International"	"Harlingen"	"TX"	"USA"	26.22850611	-97.65439389
"1761"	"HRO"	"Boone County"	"Harrison"	"AR"	"USA"	36.26152056	-93.15472889
"1762"	"HRR"	"Healy River"	"Healy"	"AK"	"USA"	63.86620806	-148.9689842
"1763"	"HRU"	"Herington Municipal"	"Herington"	"KS"	"USA"	38.68322389	-96.80800639
"1764"	"HRX"	"Hereford Municipal"	"Hereford"	"TX"	"USA"	34.85761639	-102.3272017
"1765"	"HSA"	"Stennis International"	"Bay St Louis"	"MS"	"USA"	30.36780778	-89.45461083
"1766"	"HSB"	"Harrisburg-Raleigh"	"Harrisburg"	"IL"	"USA"	37.8115	-88.54913889
"1767"	"HSE"	"Billy Mitchell"	"Hatteras"	"NC"	"USA"	35.2327875	-75.617795
"1768"	"HSI"	"Hastings Municipal"	"Hastings"	"NE"	"USA"	40.60525	-98.42788889
"1769"	"HSL"	"Huslia"	"Huslia"	"AK"	"USA"	65.70055556	-156.3875
"1770"	"HSP"	"Ingalls "	"Hot Springs"	"VA"	"USA"	37.95144444	-79.83389444
"1771"	"HSR"	"Hot Springs Municipal"	"Hot Springs"	"SD"	"USA"	43.36824528	-103.3881378
"1772"	"HSV"	"Huntsville International "	"Huntsville"	"AL"	"USA"	34.6404475	-86.77310944
"1773"	"HTH"	"Hawthorne Municipal"	"Hawthorne"	"NV"	"USA"	38.54436583	-118.6343003
"1774"	"HTL"	"Roscommon County"	"Houghton Lake"	"MI"	"USA"	44.35980556	-84.67111111
"1775"	"HTO"	"East Hampton"	"East Hampton"	"NY"	"USA"	40.95957778	-72.25185056
"1776"	"HTS"	"Tri-State/Walker-Long "	"Huntington"	"WV"	"USA"	38.36666667	-82.55802778
"1777"	"HTW"	"Lawrence County Airpark,Inc"	"Chesapeake"	"OH"	"USA"	38.41924861	-82.4943225
"1778"	"HUF"	"Terre Haute International-Hulman "	"Terre Haute"	"IN"	"USA"	39.45146361	-87.30756111
"1779"	"HUL"	"Houlton International"	"Houlton"	"ME"	"USA"	46.12308333	-67.79205556
"1780"	"HUM"	"Houma-Terrebonne"	"Houma"	"LA"	"USA"	29.5665	-90.66041667
"1781"	"HUS"	"Hughes"	"Hughes"	"AK"	"USA"	66.04112167	-154.2631903
"1782"	"HUT"	"Hutchinson Municipal"	"Hutchinson"	"KS"	"USA"	38.06548306	-97.86063361
"1783"	"HVC"	"Hopkinsville-Christian County"	"Hopkinsville"	"KY"	"USA"	36.85658333	-87.45725
"1784"	"HVE"	"Hanksville"	"Hanksville"	"UT"	"USA"	38.41803722	-110.7040378
"1785"	"HVN"	"Tweed-New Haven"	"New Haven"	"CT"	"USA"	41.26389889	-72.8871
"1786"	"HVR"	"Havre City-County"	"Havre"	"MT"	"USA"	48.542985	-109.7623419
"1787"	"HVS"	"Hartsville Municipal"	"Hartsville"	"SC"	"USA"	34.40308333	-80.11922222
"1788"	"HWD"	"Hayward Executive"	"Hayward"	"CA"	"USA"	37.65926528	-122.1224083
"1789"	"HWI"	"Hawk Inlet SPB"	"Hawk Inlet"	"AK"	"USA"	58.12744139	-134.7559531
"1790"	"HWO"	"North Perry"	"Hollywood"	"FL"	"USA"	26.00142417	-80.24052056
"1791"	"HWQ"	"Wheatland County  At Harlowton"	"Harlowton"	"MT"	"USA"	46.4541225	-109.8549061
"1792"	"HWV"	"Brookhaven"	"Shirley"	"NY"	"USA"	40.81676528	-72.86204722
"1793"	"HXD"	"Hilton Head"	"Hilton Head Island"	"SC"	"USA"	32.22436111	-80.69747222
"1794"	"HXF"	"Hartford Municipal"	"Hartford"	"WI"	"USA"	43.34927806	-88.39112528
"1795"	"HYA"	"Barnstable Mun Boardman/Polando "	"Hyannis"	"MA"	"USA"	41.66933639	-70.28035583
"1796"	"HYG"	"Hydaburg SPB"	"Hydaburg"	"AK"	"USA"	55.20631611	-132.8283131
"1797"	"HYI"	"San Marcos Municipal"	"San Marcos"	"TX"	"USA"	29.89361111	-97.86469444
"1798"	"HYL"	"Hollis SPB"	"Hollis"	"AK"	"USA"	55.48158833	-132.6460942
"1799"	"HYR"	"Sawyer County"	"Hayward"	"WI"	"USA"	46.02585722	-91.44424278
"1800"	"HYS"	"Hays Municipal"	"Hays"	"KS"	"USA"	38.84494167	-99.27403361
"1801"	"HYW"	"Conway-Horry County"	"Conway"	"SC"	"USA"	33.8285	-79.12216667
"1802"	"HZD"	"Carroll County"	"Huntingdon"	"TN"	"USA"	36.08930722	-88.46329778
"1803"	"HZE"	"Mercer County Regional"	"Hazen"	"ND"	"USA"	47.28986111	-101.5809444
"1804"	"HZL"	"Hazleton Muni"	"Hazleton"	"PA"	"USA"	40.98677778	-75.99488889
"1805"	"HZR"	"False River Air Park"	"New Roads"	"LA"	"USA"	30.71832333	-91.47866972
"1806"	"HZY"	"Ashtabula County"	"Ashtabula"	"OH"	"USA"	41.77797528	-80.69551333
"1807"	"I05"	"Sturgis Municipal"	"Sturgis"	"KY"	"USA"	37.54083333	-87.95183333
"1808"	"I12"	"Sidney Municipal"	"Sidney"	"OH"	"USA"	40.24127944	-84.15101167
"1809"	"I16"	"Kee "	"Pineville"	"WV"	"USA"	37.60044444	-81.55927778
"1810"	"I18"	"Jackson County"	"Ravenswood"	"WV"	"USA"	38.92977778	-81.81947222
"1811"	"I19"	"Greene County"	"Dayton"	"OH"	"USA"	39.69172639	-83.99023806
"1812"	"I22"	"Randolph County"	"Winchester"	"IN"	"USA"	40.16885083	-84.92585333
"1813"	"I23"	"Fayette County"	"Washington Court House"	"OH"	"USA"	39.57040167	-83.42052444
"1814"	"I25"	"Welch Muni"	"Welch"	"WV"	"USA"	37.41678056	-81.52899417
"1815"	"I32"	"Morehead-Rowan County"	"Morehead"	"KY"	"USA"	38.13341472	-83.53796528
"1816"	"I34"	"Greensburg-Decatur County "	"Greensburg"	"IN"	"USA"	39.32691111	-85.52252694
"1817"	"I35"	"Tucker-Guthrie Memorial"	"Harlan"	"KY"	"USA"	36.85981028	-83.36101639
"1818"	"I39"	"Madison County"	"Richmond"	"KY"	"USA"	37.63152778	-84.33244444
"1819"	"I40"	"Richard Downing"	"Coshocton"	"OH"	"USA"	40.30918056	-81.85338194
"1820"	"I42"	"Paoli Municipal"	"Paoli"	"IN"	"USA"	38.58338806	-86.46248778
"1821"	"I43"	"James A Rhodes"	"Jackson"	"OH"	"USA"	38.98135194	-82.57785667
"1822"	"I50"	"Stanton"	"Stanton"	"KY"	"USA"	37.85008167	-83.84575194
"1823"	"I57"	"Pike County"	"Waverly"	"OH"	"USA"	39.16693333	-82.928175
"1824"	"I63"	"Mt. Sterling Municipal"	"Mt. Sterling"	"IL"	"USA"	39.9875	-90.80416667
"1825"	"I66"	"Clinton "	"Wilmington"	"OH"	"USA"	39.50286111	-83.86305556
"1826"	"I67"	"Cincinnati West"	"Harrison"	"OH"	"USA"	39.25894444	-84.77430556
"1827"	"I68"	"Lebanon-Warren County"	"Lebanon"	"OH"	"USA"	39.46217306	-84.25184722
"1828"	"I69"	"Clermont County"	"Batavia"	"OH"	"USA"	39.07839722	-84.21020722
"1829"	"I74"	"Grimes "	"Urbana"	"OH"	"USA"	40.12928306	-83.7548775
"1830"	"I75"	"Osceola Municipal"	"Osceola"	"IA"	"USA"	41.05221889	-93.68966222
"1831"	"I76"	"Peru Municipal"	"Peru"	"IN"	"USA"	40.78631889	-86.14638306
"1832"	"I78"	"Union County"	"Marysville"	"OH"	"USA"	40.22469444	-83.35161111
"1833"	"I83"	"Salem Municipal"	"Salem"	"IN"	"USA"	38.60200167	-86.13997889
"1834"	"I86"	"Perry County"	"New Lexington"	"OH"	"USA"	39.69159667	-82.19778583
"1835"	"I88"	"Pontiac Municipal"	"Pontiac"	"IL"	"USA"	40.92372222	-88.6255
"1836"	"I93"	"Breckinridge County"	"Hardinsburg"	"KY"	"USA"	37.78505944	-86.44192194
"1837"	"I95"	"Hardin County"	"Kenton"	"OH"	"USA"	40.61072	-83.64359694
"1838"	"IAD"	"Washington Dulles International"	"Chantilly"	"VA"	"USA"	38.94453194	-77.45580972
"1839"	"IAG"	"Niagara Falls Intl"	"Niagara Falls"	"NY"	"USA"	43.10725861	-78.94538139
"1840"	"IAH"	"George Bush Intercontinental"	"Houston"	"TX"	"USA"	29.98047222	-95.33972222
"1841"	"IAN"	"Bob Baker Memorial"	"Kiana"	"AK"	"USA"	66.97937611	-160.4358597
"1842"	"IBM"	"Robert E. Arraj "	"Kimball"	"NE"	"USA"	41.18805556	-103.6773889
